attack,clean_accuracy,adv_accuracy,accuracy_drop,attack_success_rate,query_time,eps
FGSM,0.7068965517241379,0.23084291187739464,0.47605363984674326,0.7691570881226053,47.84878921508789,0.03
RFGSM,0.7068965517241379,0.0,0.7068965517241379,1.0,292.28950119018555,0.03
FFGSM,0.7068965517241379,0.20019157088122605,0.5067049808429118,0.7998084291187739,44.887399196624756,0.03
